"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"19239",36297,"Fresno europeo","04/04/2011 10:26","Bajo (2 - 4 mts)",60,"Mediano",-68.85417,-32.87664,6,"Residencial Norte",2694682,0
"19240",36298,"Morera","04/04/2011 10:29","Medio (4 - 8 mts)",110,"Grande",-68.85416,-32.87659,6,"Residencial Norte",2694682,1
"19241",36299,"Fresno europeo","04/04/2011 10:31","Medio (4 - 8 mts)",106,"Grande",-68.85415,-32.87654,6,"Residencial Norte",2694682,0
"19242",36301,"Fresno europeo","04/04/2011 11:49","Medio (4 - 8 mts)",160,"Grande",-68.85397,-32.87652,6,"Residencial Norte",2694682,0
"19243",36302,"Paraiso","04/04/2011 11:57","Medio (4 - 8 mts)",100,"Grande",-68.85377,-32.87656,6,"Residencial Norte",2694682,0
"19244",36306,"Pltano","04/04/2011 12:05","Medio (4 - 8 mts)",152,"Grande",-68.8534,-32.87663,6,"Residencial Norte",2694682,0
"19245",36308,"Morera","04/04/2011 12:10","Alto (> 8 mts)",170,"Grande",-68.85318,-32.87667,6,"Residencial Norte",2694682,1
"19246",36309,"Paraiso sombrilla","04/04/2011 12:15","Bajo (2 - 4 mts)",32,"Mediano",-68.85313,-32.87668,6,"Residencial Norte",2694682,0
"19247",36310,"Morera","04/04/2011 12:17","Alto (> 8 mts)",170,"Grande",-68.85303,-32.87671,6,"Residencial Norte",2694682,0
"19248",36314,"Morera","01/04/2011 12:33","Medio (4 - 8 mts)",160,"Grande",-68.85279,-32.87698,6,"Residencial Norte",2694682,0
"19249",36315,"Fresno europeo","01/04/2011 12:35","Medio (4 - 8 mts)",70,"Grande",-68.85284,-32.87713,6,"Residencial Norte",2694682,0
"19250",36316,"Fresno europeo","01/04/2011 12:37","Medio (4 - 8 mts)",104,"Grande",-68.85286,-32.87719,6,"Residencial Norte",2694682,0
"19251",36318,"Morera","01/04/2011 12:42","Medio (4 - 8 mts)",70,"Grande",-68.85289,-32.87732,6,"Residencial Norte",2694682,0
"19252",36324,"Fresno europeo","01/04/2011 12:56","Medio (4 - 8 mts)",100,"Grande",-68.85311,-32.87766,6,"Residencial Norte",2694682,0
"19253",36326,"Morera","01/04/2011 13:00","Medio (4 - 8 mts)",130,"Grande",-68.85323,-32.87763,6,"Residencial Norte",2694682,0
"19254",36327,"Morera","01/04/2011 13:02","Bajo (2 - 4 mts)",60,"Mediano",-68.85332,-32.87762,6,"Residencial Norte",2694682,0
"19255",36328,"Morera","01/04/2011 13:05","Alto (> 8 mts)",180,"Grande",-68.85342,-32.8776,6,"Residencial Norte",2694682,1
"19256",36332,"Fresno europeo","18/03/2011 10:23","Alto (> 8 mts)",135,"Grande",-68.85271,-32.87884,6,"Residencial Norte",2694682,0
"19257",36334,"Olmo comun","18/03/2011 10:21","Medio (4 - 8 mts)",120,"Grande",-68.85262,-32.87886,6,"Residencial Norte",2694682,0
"19258",36336,"Morera","18/03/2011 10:09","Medio (4 - 8 mts)",63,"Grande",-68.85238,-32.8789,6,"Residencial Norte",2694682,0
"19259",36338,"Tilo","18/03/2011 10:07","Bajo (2 - 4 mts)",22,"Mediano",-68.85223,-32.87894,6,"Residencial Norte",2694682,0
"19260",36339,"Morera","18/03/2011 10:03","Alto (> 8 mts)",180,"Grande",-68.85214,-32.87895,6,"Residencial Norte",2694682,0
"19261",36346,"Morera","18/03/2011 09:36","Medio (4 - 8 mts)",100,"Grande",-68.85152,-32.87904,6,"Residencial Norte",2694682,1
"19262",36347,"Morera","18/03/2011 09:32","Medio (4 - 8 mts)",80,"Grande",-68.85152,-32.87897,6,"Residencial Norte",2694682,0
"19263",36349,"Morera","18/03/2011 09:26","Medio (4 - 8 mts)",78,"Grande",-68.85148,-32.8788,6,"Residencial Norte",2694682,0
"19264",36353,"Morera","17/03/2011 13:30","Alto (> 8 mts)",96,"Grande",-68.85138,-32.87849,6,"Residencial Norte",2694682,0
"19265",36354,"Morera","17/03/2011 13:27","Alto (> 8 mts)",140,"Grande",-68.85135,-32.87842,6,"Residencial Norte",2694682,1
"19266",36360,"Pltano","17/03/2011 12:59","Alto (> 8 mts)",180,"Grande",-68.85165,-32.87806,6,"Residencial Norte",2694682,0
"19267",36363,"Pltano","17/03/2011 12:48","Alto (> 8 mts)",250,"Grande",-68.85205,-32.87799,6,"Residencial Norte",2694682,0
"19268",36365,"Ailanthus","17/03/2011 12:41","Muy bajo (1 - 2 mts)",4,"Chico",-68.8522,-32.87795,6,"Residencial Norte",2694682,0
"19269",36367,"Pltano","17/03/2011 12:16","Alto (> 8 mts)",200,"Grande",-68.85246,-32.87791,6,"Residencial Norte",2694682,0
"19270",36369,"Braquiquito","17/03/2011 12:10","Medio (4 - 8 mts)",35,"Mediano",-68.85262,-32.87788,6,"Residencial Norte",2694682,0
"19271",36371,"Morera","17/03/2011 12:03","Bajo (2 - 4 mts)",15,"Chico",-68.85274,-32.87786,6,"Residencial Norte",2694682,0
"19272",36375,"Morera","17/03/2011 10:23","Medio (4 - 8 mts)",60,"Mediano",-68.85293,-32.87802,6,"Residencial Norte",2694682,0
"19273",36376,"Fresno europeo","17/03/2011 10:17","Alto (> 8 mts)",130,"Grande",-68.85298,-32.87816,6,"Residencial Norte",2694682,0
"19274",36377,"Fresno europeo","17/03/2011 10:09","Alto (> 8 mts)",98,"Grande",-68.853,-32.87825,6,"Residencial Norte",2694682,0
"19275",36379,"Morera","17/03/2011 10:02","Alto (> 8 mts)",160,"Grande",-68.85302,-32.87835,6,"Residencial Norte",2694682,0
"19276",36380,"Fresno europeo","17/03/2011 09:55","Medio (4 - 8 mts)",140,"Grande",-68.85306,-32.87853,6,"Residencial Norte",2694682,1
"19277",36381,"Fresno europeo","17/03/2011 09:52","Medio (4 - 8 mts)",76,"Grande",-68.85309,-32.87861,6,"Residencial Norte",2694682,0
"19278",36384,"Fresno europeo","21/03/2011 12:55","Alto (> 8 mts)",130,"Grande",-68.85181,-32.88009,6,"Residencial Norte",2694682,1
"19279",36387,"Fresno europeo","21/03/2011 12:50","Alto (> 8 mts)",111,"Grande",-68.85175,-32.87989,6,"Residencial Norte",2694682,0
"19280",36388,"Pltano","21/03/2011 12:47","Alto (> 8 mts)",160,"Grande",-68.85171,-32.87975,6,"Residencial Norte",2694682,0
"19281",36389,"Fresno europeo","21/03/2011 12:45","Alto (> 8 mts)",87,"Grande",-68.85169,-32.87969,6,"Residencial Norte",2694682,0
"19282",36392,"Fresno europeo","21/03/2011 12:34","Medio (4 - 8 mts)",65,"Grande",-68.85163,-32.87943,6,"Residencial Norte",2694682,1
"19283",36394,"Morera","21/03/2011 12:17","Alto (> 8 mts)",105,"Grande",-68.8516,-32.8793,6,"Residencial Norte",2694682,1
"19284",36395,"Morera","21/03/2011 12:15","Alto (> 8 mts)",152,"Grande",-68.85157,-32.87922,6,"Residencial Norte",2694682,0
"19285",36396,"Fresno americano","21/03/2011 12:12","Medio (4 - 8 mts)",100,"Grande",-68.85162,-32.87918,6,"Residencial Norte",2694682,0
"19286",36399,"Morera","21/03/2011 12:06","Alto (> 8 mts)",110,"Grande",-68.85183,-32.87914,6,"Residencial Norte",2694682,0
"19287",36400,"Fresno europeo","21/03/2011 12:04","Alto (> 8 mts)",100,"Grande",-68.85191,-32.87912,6,"Residencial Norte",2694682,0
"19288",36401,"Pltano","21/03/2011 11:57","Alto (> 8 mts)",290,"Grande",-68.85202,-32.8791,6,"Residencial Norte",2694682,0
"19289",36403,"Morera","21/03/2011 11:52","Alto (> 8 mts)",145,"Grande",-68.85218,-32.87907,6,"Residencial Norte",2694682,0
"19290",36404,"Jacarand","21/03/2011 11:50","Muy bajo (1 - 2 mts)",12,"Chico",-68.85223,-32.87906,6,"Residencial Norte",2694682,0
"19291",36405,"Paraiso","21/03/2011 11:46","Alto (> 8 mts)",126,"Grande",-68.85229,-32.87905,6,"Residencial Norte",2694682,0
"19292",36406,"Olmo bola","21/03/2011 11:44","Medio (4 - 8 mts)",86,"Grande",-68.85239,-32.87903,6,"Residencial Norte",2694682,0
"19293",36409,"Acer","21/03/2011 11:33","Bajo (2 - 4 mts)",30,"Mediano",-68.85266,-32.87898,6,"Residencial Norte",2694682,0
"19294",36410,"Acer","21/03/2011 11:29","Alto (> 8 mts)",115,"Grande",-68.85276,-32.87897,6,"Residencial Norte",2694682,0
"19295",36411,"Prunas","21/03/2011 11:26","Medio (4 - 8 mts)",99,"Grande",-68.85285,-32.87895,6,"Residencial Norte",2694682,0
"19296",36413,"Pltano","21/03/2011 09:35","Alto (> 8 mts)",240,"Grande",-68.85301,-32.87892,6,"Residencial Norte",2694682,0
"19297",36414,"Morera","21/03/2011 09:33","Alto (> 8 mts)",154,"Grande",-68.85307,-32.87891,6,"Residencial Norte",2694682,0
"19298",36416,"Morera","21/03/2011 09:26","Alto (> 8 mts)",138,"Grande",-68.85318,-32.87896,6,"Residencial Norte",2694682,1
"19299",36417,"Morera","21/03/2011 09:24","Medio (4 - 8 mts)",95,"Grande",-68.8532,-32.87903,6,"Residencial Norte",2694682,0
"19300",36418,"Fresno europeo","21/03/2011 09:22","Bajo (2 - 4 mts)",36,"Mediano",-68.8532,-32.87904,6,"Residencial Norte",2694682,0
"19301",36419,"Fresno europeo","21/03/2011 09:17","Medio (4 - 8 mts)",110,"Grande",-68.85323,-32.87916,6,"Residencial Norte",2694682,0
"19302",36422,"Paraiso","18/03/2011 13:02","Alto (> 8 mts)",110,"Grande",-68.85331,-32.87945,6,"Residencial Norte",2694682,0
"19303",36423,"Morera","18/03/2011 12:57","Alto (> 8 mts)",130,"Grande",-68.85333,-32.87953,6,"Residencial Norte",2694682,0
"19304",36427,"Fresno europeo","18/03/2011 12:52","Alto (> 8 mts)",94,"Grande",-68.8534,-32.87979,6,"Residencial Norte",2694682,0
"19305",36428,"Morera","18/03/2011 12:48","Alto (> 8 mts)",124,"Grande",-68.85337,-32.87983,6,"Residencial Norte",2694682,0
"19306",36430,"Morera","18/03/2011 12:45","Alto (> 8 mts)",168,"Grande",-68.85325,-32.87985,6,"Residencial Norte",2694682,0
"19307",36431,"Morera","18/03/2011 12:43","Alto (> 8 mts)",145,"Grande",-68.85316,-32.87987,6,"Residencial Norte",2694682,0
"19308",36433,"Morera","18/03/2011 12:39","Alto (> 8 mts)",123,"Grande",-68.85298,-32.8799,6,"Residencial Norte",2694682,0
"19309",36436,"Morera","18/03/2011 12:32","Alto (> 8 mts)",140,"Grande",-68.85273,-32.87994,6,"Residencial Norte",2694682,0
"19310",36441,"Morera","18/03/2011 12:22","Medio (4 - 8 mts)",102,"Grande",-68.85228,-32.88003,6,"Residencial Norte",2694682,0
"19311",36442,"Morera","18/03/2011 12:20","Alto (> 8 mts)",111,"Grande",-68.85221,-32.88005,6,"Residencial Norte",2694682,0
"19312",36443,"Fresno europeo","18/03/2011 12:18","Alto (> 8 mts)",125,"Grande",-68.85215,-32.88006,6,"Residencial Norte",2694682,0
"19313",36444,"Fresno europeo","18/03/2011 12:15","Alto (> 8 mts)",110,"Grande",-68.85205,-32.88008,6,"Residencial Norte",2694682,0
"19314",36445,"Ailanthus","18/03/2011 12:13","Alto (> 8 mts)",150,"Grande",-68.852,-32.88009,6,"Residencial Norte",2694682,0
"19315",36448,"Olmo comun","21/03/2011 11:25","Medio (4 - 8 mts)",83,"Grande",-68.8535,-32.87964,6,"Residencial Norte",2694682,0
"19316",36449,"Acer","21/03/2011 09:26","Medio (4 - 8 mts)",110,"Grande",-68.85342,-32.87933,6,"Residencial Norte",2694682,0
"19317",36452,"Fresno europeo","21/03/2011 09:16","Medio (4 - 8 mts)",77,"Grande",-68.85334,-32.87901,6,"Residencial Norte",2694682,0
"19318",36453,"Fresno americano","21/03/2011 09:14","Bajo (2 - 4 mts)",52,"Mediano",-68.85331,-32.87892,6,"Residencial Norte",2694682,0
"19319",36455,"Pltano","21/03/2011 09:09","Alto (> 8 mts)",180,"Grande",-68.85347,-32.87883,6,"Residencial Norte",2694682,1
"19320",36458,"Fresno europeo","18/03/2011 12:53","Alto (> 8 mts)",76,"Grande",-68.85392,-32.87875,6,"Residencial Norte",2694682,0
"19321",36459,"Fresno europeo","18/03/2011 12:49","Bajo (2 - 4 mts)",14,"Chico",-68.85404,-32.87873,6,"Residencial Norte",2694682,0
"19322",36460,"Fresno europeo","18/03/2011 12:42","Alto (> 8 mts)",100,"Grande",-68.85422,-32.8787,6,"Residencial Norte",2694682,1
"19323",36466,"Morera","18/03/2011 12:21","Alto (> 8 mts)",122,"Grande",-68.85476,-32.87886,6,"Residencial Norte",2694682,1
"19324",36471,"Paraiso","18/03/2011 12:07","Medio (4 - 8 mts)",28,"Mediano",-68.85486,-32.87928,6,"Residencial Norte",2694682,0
"19325",36472,"Morera","18/03/2011 12:04","Alto (> 8 mts)",137,"Grande",-68.85488,-32.87932,6,"Residencial Norte",2694682,0
"19326",36475,"Fresno europeo","18/03/2011 10:26","Medio (4 - 8 mts)",86,"Grande",-68.85493,-32.87949,6,"Residencial Norte",2694682,0
"19327",36477,"Fresno americano","18/03/2011 10:19","Alto (> 8 mts)",78,"Grande",-68.85473,-32.87957,6,"Residencial Norte",2694682,0
"19328",36478,"Fresno europeo","18/03/2011 10:17","Medio (4 - 8 mts)",65,"Grande",-68.85466,-32.87959,6,"Residencial Norte",2694682,0
"19329",36480,"Pltano","18/03/2011 10:13","Alto (> 8 mts)",170,"Grande",-68.85452,-32.87961,6,"Residencial Norte",2694682,0
"19330",36482,"Perenne","18/03/2011 10:08","Alto (> 8 mts)",195,"Grande",-68.85433,-32.87965,6,"Residencial Norte",2694682,0
"19331",36484,"Perenne","18/03/2011 10:00","Alto (> 8 mts)",160,"Grande",-68.85413,-32.87969,6,"Residencial Norte",2694682,0
"19332",36485,"Morera","18/03/2011 09:56","Alto (> 8 mts)",165,"Grande",-68.85402,-32.87971,6,"Residencial Norte",2694682,0
"19333",36488,"Fresno europeo","18/03/2011 09:47","Alto (> 8 mts)",117,"Grande",-68.85361,-32.87978,6,"Residencial Norte",2694682,0
"19334",36489,"Morera","06/04/2011 12:08","Alto (> 8 mts)",130,"Grande",-68.85506,-32.87945,6,"Residencial Norte",2694682,0
"19335",36490,"Morera","06/04/2011 12:07","Alto (> 8 mts)",129,"Grande",-68.85504,-32.8794,6,"Residencial Norte",2694682,0
"19336",36491,"Fresno europeo","06/04/2011 12:05","Alto (> 8 mts)",80,"Grande",-68.85501,-32.87927,6,"Residencial Norte",2694682,0
"19337",36493,"Fresno europeo","06/04/2011 11:58","Medio (4 - 8 mts)",73,"Grande",-68.85497,-32.87909,6,"Residencial Norte",2694682,0
"19338",36494,"Morera","06/04/2011 11:57","Alto (> 8 mts)",110,"Grande",-68.85494,-32.87903,6,"Residencial Norte",2694682,0
"19339",36497,"Morera","06/04/2011 11:43","Alto (> 8 mts)",112,"Grande",-68.85488,-32.87882,6,"Residencial Norte",2694682,0
"19340",36498,"Morera","06/04/2011 11:41","Alto (> 8 mts)",180,"Grande",-68.85487,-32.87875,6,"Residencial Norte",2694682,0
"19341",36501,"Morera","06/04/2011 11:34","Medio (4 - 8 mts)",106,"Grande",-68.85488,-32.87857,6,"Residencial Norte",2694682,0
"19342",36502,"Pltano","06/04/2011 11:33","Alto (> 8 mts)",142,"Grande",-68.85496,-32.87855,6,"Residencial Norte",2694682,0
"19343",36503,"Morera","06/04/2011 11:30","Alto (> 8 mts)",134,"Grande",-68.85505,-32.87854,6,"Residencial Norte",2694682,0
"19344",36505,"Pltano","06/04/2011 11:22","Alto (> 8 mts)",190,"Grande",-68.85523,-32.87851,6,"Residencial Norte",2694682,0
"19345",36507,"Fresno europeo","06/04/2011 11:13","Alto (> 8 mts)",116,"Grande",-68.85557,-32.87844,6,"Residencial Norte",2694682,0
"19346",36508,"Morera","06/04/2011 11:10","Alto (> 8 mts)",130,"Grande",-68.85569,-32.87841,6,"Residencial Norte",2694682,0
"19347",36509,"Perenne","06/04/2011 11:08","Medio (4 - 8 mts)",60,"Mediano",-68.85576,-32.8784,6,"Residencial Norte",2694682,0
"19348",36510,"Morera","06/04/2011 11:05","Alto (> 8 mts)",185,"Grande",-68.85584,-32.87839,6,"Residencial Norte",2694682,1
"19349",36514,"Morera","06/04/2011 10:43","Alto (> 8 mts)",152,"Grande",-68.85624,-32.87832,6,"Residencial Norte",2694682,0
"19350",36515,"Morera","06/04/2011 10:41","Alto (> 8 mts)",130,"Grande",-68.85629,-32.8783,6,"Residencial Norte",2694682,0
"19351",36516,"Morera","06/04/2011 10:38","Alto (> 8 mts)",77,"Grande",-68.85636,-32.87829,6,"Residencial Norte",2694682,0
"19352",36519,"Morera","06/04/2011 10:19","Alto (> 8 mts)",120,"Grande",-68.85667,-32.87828,6,"Residencial Norte",2694682,1
"19353",36520,"Morera","06/04/2011 10:17","Alto (> 8 mts)",110,"Grande",-68.85669,-32.87834,6,"Residencial Norte",2694682,1
"19354",36521,"Morera","06/04/2011 10:16","Alto (> 8 mts)",130,"Grande",-68.85672,-32.87839,6,"Residencial Norte",2694682,0
"19355",36523,"Morera","06/04/2011 10:04","Alto (> 8 mts)",132,"Grande",-68.85679,-32.87857,6,"Residencial Norte",2694682,0
"19356",36524,"Morera","06/04/2011 10:02","Alto (> 8 mts)",150,"Grande",-68.85682,-32.87862,7,"Residencial Parque",1786336,0
"19357",36525,"Fresno europeo","06/04/2011 10:00","Alto (> 8 mts)",81,"Grande",-68.85688,-32.87878,7,"Residencial Parque",1786336,0
"19358",36526,"Paraiso","06/04/2011 09:58","Medio (4 - 8 mts)",46,"Mediano",-68.85691,-32.87885,7,"Residencial Parque",1786336,0
"19359",36529,"Morera","04/04/2011 12:21","Alto (> 8 mts)",75,"Grande",-68.85699,-32.87902,7,"Residencial Parque",1786336,0
"19360",36531,"Morera","04/04/2011 12:18","Alto (> 8 mts)",145,"Grande",-68.85697,-32.87915,7,"Residencial Parque",1786336,0
"19361",36532,"Morera","04/04/2011 12:16","Alto (> 8 mts)",137,"Grande",-68.8569,-32.87916,7,"Residencial Parque",1786336,0
"19362",36534,"Fresno europeo","04/04/2011 12:11","Bajo (2 - 4 mts)",18,"Chico",-68.85676,-32.87919,7,"Residencial Parque",1786336,0
"19363",36539,"Paraiso","04/04/2011 11:59","Alto (> 8 mts)",88,"Grande",-68.85644,-32.87925,6,"Residencial Norte",2694682,0
"19364",36540,"Morera","04/04/2011 11:58","Alto (> 8 mts)",110,"Grande",-68.85636,-32.87927,6,"Residencial Norte",2694682,1
"19365",36541,"Perenne","04/04/2011 11:56","Bajo (2 - 4 mts)",81,"Grande",-68.85632,-32.87927,6,"Residencial Norte",2694682,0
"19366",36542,"Paraiso","04/04/2011 11:54","Alto (> 8 mts)",180,"Grande",-68.85622,-32.87929,6,"Residencial Norte",2694682,1
"19367",36544,"Fresno europeo","04/04/2011 11:50","Medio (4 - 8 mts)",57,"Mediano",-68.85591,-32.87935,6,"Residencial Norte",2694682,0
"19368",36545,"Olmo comun","04/04/2011 11:48","Alto (> 8 mts)",88,"Grande",-68.8558,-32.87937,6,"Residencial Norte",2694682,1
"19369",36546,"Pltano","04/04/2011 11:46","Alto (> 8 mts)",190,"Grande",-68.85563,-32.8794,6,"Residencial Norte",2694682,0
"19370",36547,"Fresno europeo","04/04/2011 11:44","Alto (> 8 mts)",89,"Grande",-68.85556,-32.87941,6,"Residencial Norte",2694682,0
"19371",36548,"Morera","04/04/2011 11:42","Alto (> 8 mts)",131,"Grande",-68.85548,-32.87943,6,"Residencial Norte",2694682,0
"19372",36549,"Paraiso","04/04/2011 11:40","Alto (> 8 mts)",132,"Grande",-68.85543,-32.87944,6,"Residencial Norte",2694682,0
"19373",36550,"Pltano","04/04/2011 11:39","Alto (> 8 mts)",38,"Mediano",-68.85537,-32.87945,6,"Residencial Norte",2694682,0
"19374",36553,"Fresno europeo","04/04/2011 10:41","Muy bajo (1 - 2 mts)",8,"Chico",-68.85515,-32.87949,6,"Residencial Norte",2694682,0
"19375",36555,"Fresno europeo","07/06/2011 12:51","Medio (4 - 8 mts)",90,"Grande",-68.85759,-32.88355,5,"Residencial Sur",2423809,1
"19376",36558,"Fresno europeo","07/06/2011 10:08","Bajo (2 - 4 mts)",64,"Grande",-68.85783,-32.88353,5,"Residencial Sur",2423809,0
"19377",36559,"Fresno europeo","07/06/2011 10:06","Bajo (2 - 4 mts)",80,"Grande",-68.8579,-32.88353,5,"Residencial Sur",2423809,0
"19378",36561,"Morera","07/06/2011 10:03","Bajo (2 - 4 mts)",50,"Mediano",-68.85804,-32.88352,5,"Residencial Sur",2423809,0
"19379",36562,"Paraiso sombrilla","07/06/2011 10:01","Bajo (2 - 4 mts)",90,"Grande",-68.85812,-32.88352,5,"Residencial Sur",2423809,0
"19380",36565,"Morera","09/06/2011 12:39","Medio (4 - 8 mts)",170,"Grande",-68.85863,-32.88341,5,"Residencial Sur",2423809,0
"19381",36566,"Fresno europeo","09/06/2011 10:27","Medio (4 - 8 mts)",80,"Grande",-68.85861,-32.88323,7,"Residencial Parque",1786336,0
"19382",36567,"Fresno europeo","09/06/2011 10:20","Bajo (2 - 4 mts)",60,"Mediano",-68.8586,-32.88317,7,"Residencial Parque",1786336,0
"19383",36568,"Fresno europeo","09/06/2011 10:17","Bajo (2 - 4 mts)",60,"Mediano",-68.85859,-32.88309,7,"Residencial Parque",1786336,0
"19384",36572,"Paraiso sombrilla","09/06/2011 10:03","Medio (4 - 8 mts)",130,"Grande",-68.85819,-32.88295,7,"Residencial Parque",1786336,1
"19385",36574,"Morera","09/06/2011 09:54","Alto (> 8 mts)",160,"Grande",-68.85801,-32.88297,7,"Residencial Parque",1786336,0
"19386",36575,"Fresno europeo","09/06/2011 09:46","Alto (> 8 mts)",110,"Grande",-68.85793,-32.88298,7,"Residencial Parque",1786336,0
"19387",36582,"Paraiso sombrilla","09/06/2011 09:26","Medio (4 - 8 mts)",100,"Grande",-68.85749,-32.88302,5,"Residencial Sur",2423809,0
"19388",36583,"Fresno europeo","09/06/2011 09:20","Bajo (2 - 4 mts)",40,"Mediano",-68.85738,-32.88303,5,"Residencial Sur",2423809,0
"19389",36586,"Morera","07/06/2011 13:18","Bajo (2 - 4 mts)",60,"Mediano",-68.85724,-32.88319,5,"Residencial Sur",2423809,0
"19390",36587,"Fresno europeo","07/06/2011 13:15","Bajo (2 - 4 mts)",34,"Mediano",-68.85725,-32.88321,5,"Residencial Sur",2423809,0
"19391",36588,"Morera","07/06/2011 13:16","Muy bajo (1 - 2 mts)",6,"Chico",-68.85726,-32.88325,5,"Residencial Sur",2423809,0
"19392",36589,"Paraiso sombrilla","07/06/2011 13:08","Bajo (2 - 4 mts)",100,"Grande",-68.85729,-32.88336,5,"Residencial Sur",2423809,0
"19393",36590,"Paraiso sombrilla","07/06/2011 13:05","Bajo (2 - 4 mts)",60,"Mediano",-68.85731,-32.88342,5,"Residencial Sur",2423809,0
"19394",36591,"Paraiso sombrilla","07/06/2011 13:02","Bajo (2 - 4 mts)",64,"Grande",-68.85732,-32.88347,5,"Residencial Sur",2423809,0
"19395",36593,"Fresno europeo","07/06/2011 12:57","Medio (4 - 8 mts)",110,"Grande",-68.85736,-32.88355,5,"Residencial Sur",2423809,0
"19396",36596,"Pltano","15/06/2011 15:27","Bajo (2 - 4 mts)",100,"Grande",-68.85691,-32.8819,7,"Residencial Parque",1786336,0
"19397",36597,"Pltano","15/06/2011 15:25","Medio (4 - 8 mts)",110,"Grande",-68.85692,-32.88197,7,"Residencial Parque",1786336,0
"19398",36598,"Paraiso sombrilla","15/06/2011 15:22","Medio (4 - 8 mts)",100,"Grande",-68.85693,-32.88202,7,"Residencial Parque",1786336,0
"19399",36599,"Pltano","15/06/2011 15:20","Medio (4 - 8 mts)",110,"Grande",-68.85695,-32.88207,7,"Residencial Parque",1786336,0
"19400",36600,"Pltano","15/06/2011 15:18","Medio (4 - 8 mts)",130,"Grande",-68.85697,-32.88212,7,"Residencial Parque",1786336,0
"19401",36603,"Pltano","15/06/2011 15:02","Medio (4 - 8 mts)",150,"Grande",-68.85706,-32.88247,7,"Residencial Parque",1786336,0
"19402",36604,"Morera","15/06/2011 14:57","Medio (4 - 8 mts)",140,"Grande",-68.85712,-32.8827,7,"Residencial Parque",1786336,1
"19403",36605,"Pltano","15/06/2011 14:47","Alto (> 8 mts)",160,"Grande",-68.85713,-32.88275,7,"Residencial Parque",1786336,0
"19404",36606,"Aguaribay","15/06/2011 13:46","Bajo (2 - 4 mts)",64,"Grande",-68.85714,-32.88278,5,"Residencial Sur",2423809,0
"19405",36608,"Morera","15/06/2011 13:34","Medio (4 - 8 mts)",140,"Grande",-68.85716,-32.88287,5,"Residencial Sur",2423809,0
"19406",36609,"Morera","15/06/2011 13:26","Medio (4 - 8 mts)",120,"Grande",-68.85718,-32.88292,5,"Residencial Sur",2423809,0
"19407",36610,"Morera","15/06/2011 10:09","Bajo (2 - 4 mts)",26,"Mediano",-68.85755,-32.88291,7,"Residencial Parque",1786336,0
"19408",36612,"Morera","15/06/2011 10:05","Medio (4 - 8 mts)",110,"Grande",-68.85772,-32.8829,7,"Residencial Parque",1786336,1
"19409",36613,"Morera","15/06/2011 10:02","Medio (4 - 8 mts)",110,"Grande",-68.85787,-32.88288,7,"Residencial Parque",1786336,1
"19410",36616,"Morera","15/06/2011 09:50","Medio (4 - 8 mts)",130,"Grande",-68.85832,-32.88284,7,"Residencial Parque",1786336,0
"19411",36617,"Morera","15/06/2011 09:48","Medio (4 - 8 mts)",100,"Grande",-68.85838,-32.88284,7,"Residencial Parque",1786336,0
"19412",36619,"Morera","15/06/2011 09:45","Medio (4 - 8 mts)",130,"Grande",-68.85849,-32.88282,7,"Residencial Parque",1786336,0
"19413",36621,"Pltano","15/06/2011 09:35","Alto (> 8 mts)",180,"Grande",-68.85847,-32.88251,7,"Residencial Parque",1786336,0
"19414",36625,"Morera","15/06/2011 09:27","Medio (4 - 8 mts)",110,"Grande",-68.85838,-32.88226,7,"Residencial Parque",1786336,0
"19415",36626,"Pltano","15/06/2011 09:22","Alto (> 8 mts)",150,"Grande",-68.8583,-32.88208,7,"Residencial Parque",1786336,0
"19416",36629,"Pltano","14/06/2011 19:15","Medio (4 - 8 mts)",120,"Grande",-68.8582,-32.88185,7,"Residencial Parque",1786336,0
"19417",36631,"Pltano","14/06/2011 19:06","Alto (> 8 mts)",120,"Grande",-68.85813,-32.88167,7,"Residencial Parque",1786336,0
"19418",36632,"Morera","14/06/2011 19:04","Medio (4 - 8 mts)",100,"Grande",-68.85811,-32.88164,7,"Residencial Parque",1786336,0
"19419",36633,"Fresno europeo","14/06/2011 19:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.85803,-32.88159,7,"Residencial Parque",1786336,0
"19420",36634,"Morera","14/06/2011 19:00","Medio (4 - 8 mts)",100,"Grande",-68.85798,-32.8816,7,"Residencial Parque",1786336,0
"19421",36635,"Morera","14/06/2011 18:58","Medio (4 - 8 mts)",100,"Grande",-68.85794,-32.88161,7,"Residencial Parque",1786336,0
"19422",36637,"Morera","14/06/2011 18:46","Bajo (2 - 4 mts)",34,"Mediano",-68.85754,-32.88168,7,"Residencial Parque",1786336,0
"19423",36638,"Pltano","14/06/2011 18:44","Alto (> 8 mts)",180,"Grande",-68.85744,-32.8817,7,"Residencial Parque",1786336,0
"19424",36639,"Morera","14/06/2011 18:41","Medio (4 - 8 mts)",62,"Grande",-68.85739,-32.8817,7,"Residencial Parque",1786336,0
"19425",36640,"Pltano","14/06/2011 18:40","Alto (> 8 mts)",140,"Grande",-68.85724,-32.88173,7,"Residencial Parque",1786336,0
